# stan_version_major = 2
# stan_version_minor = 9
# stan_version_patch = 0
# model = stan_model_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 1
# data
#   file = .input.data.R
# init = 2 (Default)
# random
#   seed = 1460155656
# output
#   file = stan_out_sampling1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,n_divergent__,alpha,delta,dx,t.1,t.2,t.3,t.4,t.5,t.6,t.7,t.8,t.9,t.10,t.11,t.12,t.13,t.14,t.15,t.16,t.17,t.18,t.19,t.20,t.21,t.22,t.23,t.24,t.25,t.26,t.27,t.28,t.29,t.30,t.31,t.32,t.33,t.34,t.35,t.36,t.37,t.38,t.39,t.40,t.41,t.42,t.43,t.44,t.45,t.46,t.47,t.48,t.49,t.50,t.51,t.52,t.53,t.54,t.55,t.56,t.57,t.58,t.59,t.60,t.61,t.62,t.63,t.64,t.65,t.66,t.67,t.68,t.69,t.70,t.71,t.72,t.73,t.74,t.75,t.76,t.77,t.78,t.79,t.80,t.81,t.82,t.83,t.84,t.85,t.86,t.87,t.88,t.89,t.90,t.91,t.92,t.93,t.94,t.95,t.96,t.97,t.98,t.99,t.100
50.2015,0.959866,0.448786,4,15,0,3.37421,0.0735738,0.092445,0.30349,0.44102,0.558884,0.650477,0.710785,0.736956,0.728737,0.688719,0.622343,0.53763,0.444633,0.354644,0.279199,0.228974,0.212689,0.236117,0.301342,0.406351,0.545035,0.707626,0.881547,1.0526,1.20638,1.32972,1.41211,1.44678,1.43143,1.36848,1.26479,1.13093,0.980003,0.826224,0.683434,0.56363,0.475751,0.424811,0.411479,0.432121,0.479294,0.542615,0.609904,0.668471,0.706408,0.713774,0.683543,0.612261,0.500344,0.352024,0.17494,-0.0205611,-0.222357,-0.417632,-0.594013,-0.740669,-0.84928,-0.914795,-0.935917,-0.915252,-0.85913,-0.777073,-0.680978,-0.58405,-0.499599,-0.439798,-0.414505,-0.430289,-0.489729,-0.591078,-0.728332,-0.891704,-1.06846,-1.24407,-1.40354,-1.53278,-1.61998,-1.65674,-1.63887,-1.56685,-1.44582,-1.28516,-1.09758,-0.898025,-0.702215,-0.525215,-0.38,-0.276248,-0.219429,-0.210307,-0.244889,-0.314823,-0.408222,-0.510799,-0.607232,-0.682599,-0.723751,-0.720487,-0.666432,-0.559524,-0.402102,-0.20058
50.6422,0.940755,0.448786,3,7,0,2.53,0.0576899,0.0878903,0.304739,0.437591,0.553025,0.644363,0.706306,0.735513,0.731079,0.694849,0.631519,0.548474,0.455347,0.3633,0.284073,0.228864,0.207159,0.225628,0.287228,0.390639,0.530133,0.695927,0.875022,1.05244,1.21277,1.34179,1.42807,1.46418,1.44761,1.38098,1.27179,1.1315,0.974278,0.815322,0.669234,0.548425,0.461847,0.41414,0.405306,0.430887,0.482614,0.549425,0.618715,0.677675,0.714575,0.719884,0.687112,0.613351,0.499464,0.349951,0.172507,-0.0226584,-0.223707,-0.418168,-0.593987,-0.740556,-0.84963,-0.916076,-0.93838,-0.918852,-0.863509,-0.78162,-0.684936,-0.586658,-0.50024,-0.43811,-0.410461,-0.42421,-0.482241,-0.583031,-0.72068,-0.885378,-1.06426,-1.24255,-1.40496,-1.53709,-1.62681,-1.66542,-1.64851,-1.57641,-1.45422,-1.29137,-1.10074,-0.897567,-0.697959,-0.517436,-0.369453,-0.264124,-0.207244,-0.199721,-0.237477,-0.311825,-0.4103,-0.517864,-0.618362,-0.696083,-0.737264,-0.731398,-0.67219,-0.558089,-0.392345,-0.182602
49.5827,0.885752,0.448786,3,7,0,2.63154,0.051559,0.0788719,0.301264,0.435199,0.550116,0.6402,0.701247,0.730929,0.728958,0.697176,0.639577,0.562261,0.473281,0.382323,0.300173,0.237929,0.205965,0.212738,0.263553,0.359505,0.496788,0.666573,0.855551,1.04718,1.22347,1.36718,1.46397,1.50432,1.48483,1.40866,1.28516,1.12856,0.956121,0.785855,0.634298,0.514568,0.435002,0.398497,0.402596,0.440212,0.500831,0.57197,0.640664,0.694802,0.724188,0.721253,0.68145,0.60335,0.488546,0.341394,0.168671,-0.0208552,-0.216935,-0.408457,-0.584187,-0.733614,-0.847873,-0.92065,-0.948972,-0.933754,-0.879991,-0.796524,-0.695351,-0.590532,-0.496781,-0.42792,-0.395367,-0.406844,-0.465485,-0.569433,-0.711993,-0.882294,-1.0664,-1.24871,-1.41348,-1.54632,-1.63553,-1.67304,-1.65511,-1.58254,-1.46053,-1.29819,-1.10781,-0.903827,-0.701723,-0.516754,-0.362678,-0.25053,-0.187519,-0.176179,-0.213886,-0.292815,-0.400444,-0.520586,-0.634899,-0.724751,-0.773217,-0.766985,-0.697909,-0.563999,-0.369714,-0.125497
51.0799,1,0.448786,2,3,0,1.74947,0.0557475,0.0807812,0.315035,0.439603,0.548954,0.63661,0.69733,0.727624,0.726189,0.694217,0.635554,0.556641,0.466224,0.374809,0.293847,0.23471,0.207516,0.219931,0.276089,0.375794,0.514152,0.681731,0.865305,1.04912,1.21656,1.35206,1.44289,1.48075,1.46277,1.39185,1.27634,1.12894,0.965169,0.801469,0.653274,0.533285,0.450153,0.407719,0.404865,0.435933,0.491629,0.560234,0.628973,0.685354,0.718363,0.7194,0.682918,0.606762,0.492207,0.343761,0.168749,-0.0232707,-0.221221,-0.413339,-0.588067,-0.734987,-0.845714,-0.914691,-0.939805,-0.922734,-0.868967,-0.787457,-0.689904,-0.589725,-0.500785,-0.436026,-0.40614,-0.418424,-0.47596,-0.577211,-0.716083,-0.882453,-1.0631,-1.24295,-1.40651,-1.53931,-1.62927,-1.66783,-1.65073,-1.57841,-1.45599,-1.29285,-1.10177,-0.897843,-0.697132,-0.515202,-0.365693,-0.25902,-0.201331,-0.193851,-0.232671,-0.309049,-0.410208,-0.520569,-0.62332,-0.702133,-0.742863,-0.735027,-0.672874,-0.555952,-0.389073,-0.181719
51.2297,0.987901,0.448786,3,7,0,1.05913,0.0545107,0.0712087,0.323457,0.443816,0.549024,0.632644,0.689899,0.718021,0.716407,0.686634,0.632373,0.559268,0.474752,0.3878,0.308514,0.247493,0.214932,0.219481,0.26698,0.359269,0.493305,0.66085,0.848873,1.04074,1.21807,1.36306,1.46083,1.50148,1.48152,1.40436,1.27975,1.12245,0.950161,0.781102,0.631745,0.514861,0.438242,0.404177,0.409674,0.447308,0.506503,0.574993,0.64027,0.69082,0.717069,0.711978,0.671341,0.593834,0.480902,0.336551,0.167079,-0.0192587,-0.212659,-0.402319,-0.577127,-0.726519,-0.841436,-0.915293,-0.944846,-0.930795,-0.878015,-0.795324,-0.694772,-0.590503,-0.497307,-0.429038,-0.397085,-0.409092,-0.46808,-0.572077,-0.714286,-0.883783,-1.06663,-1.24729,-1.41013,-1.54094,-1.62821,-1.66413,-1.64518,-1.57233,-1.4509,-1.29001,-1.10183,-0.900623,-0.701589,-0.519696,-0.368425,-0.258553,-0.197057,-0.186247,-0.223256,-0.300021,-0.403844,-0.51854,-0.626121,-0.708831,-0.75127,-0.742329,-0.676609,-0.555126,-0.385157,-0.17926
48.3132,0.70639,0.448786,3,7,0,1.43461,0.0666057,0.0564188,0.268708,0.437914,0.578008,0.676152,0.727066,0.733494,0.704589,0.652774,0.590119,0.525466,0.463267,0.404436,0.348798,0.298074,0.25811,0.239287,0.254703,0.316526,0.431622,0.597941,0.802938,1.02475,1.23594,1.40887,1.52119,1.56007,1.52404,1.42237,1.2723,1.09517,0.912581,0.743335,0.601659,0.496587,0.432161,0.408014,0.420001,0.46081,0.520602,0.587851,0.650446,0.697005,0.718158,0.707522,0.662118,0.582158,0.470344,0.330994,0.169368,-0.00855749,-0.195837,-0.384082,-0.563195,-0.721713,-0.847974,-0.931971,-0.967416,-0.953414,-0.89519,-0.803598,-0.693546,-0.581756,-0.484439,-0.415401,-0.384827,-0.398767,-0.459089,-0.563635,-0.706401,-0.877722,-1.06461,-1.25147,-1.42138,-1.55789,-1.64714,-1.67989,-1.65292,-1.5694,-1.43816,-1.27203,-1.08557,-0.893063,-0.707,-0.537594,-0.393066,-0.280371,-0.205762,-0.174634,-0.190433,-0.252778,-0.355429,-0.48494,-0.620826,-0.737706,-0.809286,-0.813409,-0.736937,-0.579151,-0.352637,-0.0813392
49.7112,0.984388,0.448786,2,3,0,1.10867,0.0751917,0.0586889,0.299764,0.442899,0.564038,0.653302,0.705689,0.721451,0.705263,0.664503,0.607244,0.540636,0.470198,0.400191,0.33479,0.279483,0.241938,0.231786,0.259094,0.331827,0.452992,0.618379,0.815711,1.02565,1.22461,1.38869,1.49796,1.53992,1.51146,1.41897,1.27672,1.10405,0.922007,0.750297,0.604881,0.496557,0.430471,0.406383,0.419447,0.46128,0.521173,0.58733,0.64807,0.692885,0.713283,0.703323,0.659795,0.582092,0.471872,0.332679,0.16966,-0.0105519,-0.199837,-0.388621,-0.566153,-0.721191,-0.843135,-0.923472,-0.957236,-0.944142,-0.889063,-0.801707,-0.695523,-0.586052,-0.489052,-0.418724,-0.38625,-0.398799,-0.45896,-0.564585,-0.708962,-0.881316,-1.06765,-1.25193,-1.41767,-1.54959,-1.63542,-1.66727,-1.64247,-1.5637,-1.4383,-1.2771,-1.0929,-0.89908,-0.708606,-0.533403,-0.38413,-0.270028,-0.198566,-0.174679,-0.199618,-0.269672,-0.375237,-0.500734,-0.625777,-0.727645,-0.784766,-0.780525,-0.706532,-0.564543,-0.366491,-0.132565
47.26,0.957357,0.448786,3,7,0,0.306591,0.0647563,0.0469553,0.300462,0.437793,0.560076,0.651718,0.703185,0.713115,0.687861,0.638713,0.577917,0.515099,0.455409,0.399966,0.348227,0.301134,0.263663,0.24557,0.259807,0.318905,0.430385,0.592765,0.793657,1.01089,1.21658,1.383,1.48854,1.5219,1.48354,1.38413,1.2411,1.0745,0.903487,0.744151,0.608668,0.505301,0.438673,0.409907,0.416601,0.452839,0.509536,0.575264,0.637537,0.684337,0.705631,0.694561,0.64809,0.566928,0.454751,0.316964,0.159484,-0.0119376,-0.191528,-0.372588,-0.546481,-0.702329,-0.828001,-0.912359,-0.948073,-0.933929,-0.87571,-0.785306,-0.678447,-0.571895,-0.480981,-0.418042,-0.39178,-0.407242,-0.465991,-0.566204,-0.702638,-0.866595,-1.0461,-1.2265,-1.39156,-1.52519,-1.61346,-1.64676,-1.62137,-1.54009,-1.4116,-1.24875,-1.0662,-0.878174,-0.697049,-0.532807,-0.393397,-0.285442,-0.214744,-0.186121,-0.202379,-0.262569,-0.360062,-0.481297,-0.606097,-0.710135,-0.769426,-0.765839,-0.691986,-0.553773,-0.369566,-0.166032
49.155,1,0.448786,2,3,0,0.545013,0.0654995,0.049761,0.286636,0.437971,0.569546,0.665636,0.717545,0.725301,0.696765,0.644493,0.581544,0.51781,0.458191,0.403201,0.351579,0.303753,0.264609,0.244311,0.256576,0.314764,0.426999,0.591976,0.797041,1.01941,1.23037,1.40135,1.50997,1.5444,1.5049,1.40235,1.25483,1.08327,0.907737,0.745019,0.607583,0.503597,0.437342,0.409557,0.41756,0.455305,0.513646,0.581052,0.644835,0.692737,0.714554,0.703423,0.656453,0.574537,0.461426,0.322439,0.163305,-0.0103492,-0.192687,-0.376738,-0.553496,-0.711768,-0.839253,-0.924763,-0.960942,-0.946497,-0.887101,-0.794625,-0.684985,-0.575362,-0.481638,-0.416637,-0.389334,-0.404797,-0.464448,-0.566301,-0.705011,-0.871822,-1.05465,-1.23858,-1.40698,-1.5433,-1.63321,-1.6669,-1.64064,-1.55742,-1.42629,-1.26049,-1.07506,-0.884539,-0.701407,-0.535518,-0.394535,-0.284804,-0.212073,-0.181467,-0.196434,-0.256801,-0.356575,-0.482406,-0.613717,-0.725085,-0.790749,-0.790278,-0.713804,-0.565123,-0.36153,-0.130259
49.5131,0.982648,0.448786,3,7,0,0.623801,0.050826,0.0582665,0.307079,0.444099,0.561147,0.648518,0.700953,0.718094,0.703828,0.664774,0.608469,0.541869,0.47066,0.39953,0.333186,0.277552,0.240494,0.231533,0.260358,0.334419,0.456236,0.621303,0.817334,1.02527,1.222,1.38416,1.49226,1.53402,1.50632,1.41528,1.27481,1.10382,0.923077,0.75211,0.606874,0.498279,0.431643,0.406897,0.419326,0.460624,0.520116,0.586009,0.646613,0.691406,0.711874,0.702045,0.658668,0.581094,0.470956,0.331806,0.168835,-0.0112541,-0.200267,-0.388586,-0.565473,-0.719764,-0.840991,-0.920786,-0.954307,-0.941327,-0.886701,-0.800046,-0.694676,-0.585996,-0.48966,-0.419808,-0.387608,-0.400236,-0.460293,-0.565625,-0.709511,-0.881169,-1.06663,-1.24997,-1.41481,-1.54607,-1.6316,-1.66358,-1.63932,-1.56135,-1.43679,-1.27624,-1.09236,-0.898505,-0.707776,-0.532345,-0.383147,-0.269621,-0.19925,-0.176753,-0.20296,-0.273645,-0.37875,-0.502483,-0.624622,-0.723038,-0.777107,-0.771348,-0.698446,-0.560907,-0.370891,-0.148185
49.3957,0.973408,0.448786,2,3,0,0.789114,0.050304,0.0592434,0.299021,0.442764,0.564139,0.653478,0.705956,0.721903,0.705968,0.665423,0.608217,0.541424,0.470579,0.400045,0.334162,0.278574,0.241043,0.231192,0.258981,0.332209,0.453724,0.619221,0.816425,1.0261,1.22478,1.38873,1.49808,1.5403,1.51218,1.41997,1.27783,1.10503,0.922656,0.750515,0.604699,0.496116,0.429968,0.406001,0.419296,0.461377,0.521455,0.5877,0.648441,0.693216,0.713589,0.703652,0.660194,0.582567,0.472375,0.333118,0.169928,-0.0105311,-0.200076,-0.389064,-0.566696,-0.721726,-0.84359,-0.923837,-0.957555,-0.944481,-0.889469,-0.802177,-0.695991,-0.586414,-0.489212,-0.418634,-0.385941,-0.398377,-0.458577,-0.56439,-0.709051,-0.881704,-1.06827,-1.25267,-1.4184,-1.55024,-1.63598,-1.66778,-1.64303,-1.56437,-1.43911,-1.27799,-1.09374,-0.899719,-0.70891,-0.533314,-0.38369,-0.269372,-0.197877,-0.174135,-0.199337,-0.269689,-0.375515,-0.501207,-0.626392,-0.728396,-0.785675,-0.78157,-0.707551,-0.565129,-0.365944,-0.129921
49.8383,1,0.448786,3,7,0,0.622917,0.0528119,0.0576537,0.306467,0.443987,0.561567,0.649215,0.701513,0.718133,0.703158,0.663491,0.606931,0.540568,0.470038,0.399809,0.334278,0.279079,0.241921,0.232351,0.260268,0.333428,0.454651,0.619614,0.816032,1.02468,1.22216,1.38485,1.49309,1.53457,1.5063,1.41463,1.27369,1.10255,0.921973,0.751408,0.606648,0.498442,0.432004,0.407252,0.419529,0.460629,0.519964,0.585789,0.6464,0.691225,0.711691,0.701793,0.658295,0.580604,0.470429,0.331375,0.168637,-0.0111366,-0.199848,-0.387977,-0.564846,-0.719283,-0.840746,-0.920762,-0.954394,-0.941374,-0.886584,-0.799725,-0.69421,-0.585518,-0.489314,-0.419686,-0.387708,-0.400458,-0.460481,-0.56563,-0.70925,-0.880661,-1.06599,-1.24935,-1.41434,-1.5458,-1.63149,-1.66348,-1.63905,-1.56078,-1.43591,-1.27517,-1.09132,-0.897775,-0.707555,-0.532688,-0.383925,-0.270551,-0.199985,-0.177004,-0.202602,-0.272763,-0.377617,-0.501457,-0.624006,-0.72296,-0.777469,-0.77187,-0.698801,-0.560911,-0.370663,-0.148234
51.9492,0.997171,0.448786,4,15,0,0.821571,0.0703787,0.0727051,0.342783,0.450986,0.547591,0.62615,0.681302,0.709308,0.708489,0.679527,0.625603,0.552374,0.467733,0.381354,0.304,0.246595,0.219134,0.229492,0.282292,0.378,0.512404,0.67664,0.857819,1.04026,1.2072,1.34273,1.4338,1.47185,1.45392,1.383,1.26768,1.12097,0.958618,0.797172,0.651944,0.535297,0.455378,0.415461,0.413914,0.444738,0.498547,0.563824,0.628254,0.679996,0.708759,0.706613,0.668514,0.592552,0.479966,0.334951,0.164318,-0.0229986,-0.216542,-0.405064,-0.577347,-0.723102,-0.833874,-0.903887,-0.930723,-0.915742,-0.864161,-0.784743,-0.689085,-0.590571,-0.503068,-0.439521,-0.410592,-0.423504,-0.481229,-0.582099,-0.71991,-0.884481,-1.06262,-1.23939,-1.39954,-1.52892,-1.61586,-1.65216,-1.6339,-1.56175,-1.44093,-1.28071,-1.09364,-0.89446,-0.698751,-0.52159,-0.37613,-0.272343,-0.216004,-0.208049,-0.244389,-0.316249,-0.411027,-0.513613,-0.608036,-0.679252,-0.714856,-0.706475,-0.650678,-0.549257,-0.408867,-0.240073
51.3185,0.935265,0.448786,2,3,0,0.739926,0.0754094,0.0750267,0.352628,0.456778,0.549849,0.625496,0.678329,0.704507,0.702242,0.672176,0.617572,0.544275,0.460427,0.375915,0.301563,0.248123,0.225137,0.239792,0.295894,0.393135,0.526756,0.687728,0.863472,1.03906,1.19882,1.32807,1.41486,1.45141,1.43502,1.36844,1.25946,1.12,0.964573,0.80861,0.666631,0.550654,0.468964,0.425385,0.41911,0.445055,0.494663,0.556994,0.619992,0.671739,0.701594,0.701123,0.664759,0.590175,0.478389,0.333603,0.162837,-0.0246382,-0.218011,-0.405766,-0.576586,-0.720291,-0.828731,-0.89656,-0.921828,-0.906288,-0.855392,-0.777913,-0.685233,-0.590328,-0.506542,-0.446278,-0.419729,-0.433806,-0.491361,-0.590812,-0.726208,-0.887729,-1.06258,-1.2362,-1.39361,-1.52085,-1.6063,-1.64177,-1.6233,-1.55157,-1.43178,-1.27329,-1.08869,-0.8927,-0.700799,-0.52776,-0.386259,-0.285649,-0.23104,-0.222794,-0.256495,-0.323417,-0.411464,-0.506477,-0.593778,-0.659769,-0.693396,-0.687297,-0.638502,-0.548599,-0.423364,-0.271927
51.9611,0.977949,0.448786,3,7,0,1.09599,0.0652851,0.0770271,0.333784,0.447728,0.548884,0.63075,0.687923,0.716653,0.715316,0.684753,0.628438,0.552443,0.465159,0.376755,0.298386,0.241185,0.215105,0.22773,0.283202,0.381418,0.517647,0.682674,0.863514,1.04467,1.20976,1.34342,1.43311,1.47061,1.45311,1.38348,1.26995,1.12504,0.96402,0.803045,0.657252,0.539074,0.456957,0.414631,0.410974,0.440438,0.493935,0.560021,0.626223,0.680348,0.711627,0.711634,0.674904,0.599272,0.485922,0.339208,0.166262,-0.0235583,-0.21937,-0.409575,-0.582745,-0.72855,-0.838656,-0.907525,-0.93303,-0.916812,-0.864298,-0.78435,-0.688559,-0.590207,-0.503009,-0.439755,-0.410991,-0.423895,-0.48147,-0.582148,-0.719862,-0.884565,-1.06316,-1.24074,-1.40197,-1.53259,-1.62068,-1.65786,-1.64,-1.56767,-1.44606,-1.28456,-1.0959,-0.895077,-0.697923,-0.519709,-0.373692,-0.269842,-0.213846,-0.206507,-0.243607,-0.316295,-0.411964,-0.515546,-0.611108,-0.683558,-0.720262,-0.712393,-0.655826,-0.551485,-0.405103,-0.226442
50.8088,0.949716,0.448786,3,7,0,2.80666,0.0740197,0.0851796,0.309478,0.438485,0.551194,0.640979,0.702503,0.732287,0.729188,0.694732,0.633247,0.551748,0.459553,0.367619,0.287628,0.230886,0.207142,0.223437,0.283141,0.385312,0.524486,0.690974,0.871672,1.05133,1.21411,1.34534,1.43317,1.46987,1.45282,1.38474,1.2734,1.1307,0.971223,0.810607,0.663738,0.543135,0.457666,0.411717,0.404925,0.432428,0.485603,0.553149,0.622376,0.680556,0.716178,0.720013,0.685893,0.611178,0.496899,0.347593,0.170864,-0.0232737,-0.223228,-0.416772,-0.592044,-0.738532,-0.847985,-0.915164,-0.938378,-0.919733,-0.865059,-0.783491,-0.686726,-0.587994,-0.500851,-0.437872,-0.409413,-0.422527,-0.480197,-0.580932,-0.718812,-0.883957,-1.0634,-1.24229,-1.40523,-1.53778,-1.62777,-1.66652,-1.64962,-1.57743,-1.45506,-1.29192,-1.10093,-0.897309,-0.697214,-0.516208,-0.367822,-0.262252,-0.205371,-0.198133,-0.236446,-0.311548,-0.410835,-0.519086,-0.619963,-0.697625,-0.738286,-0.731565,-0.67147,-0.556923,-0.391774,-0.184324
50.0557,0.993446,0.448786,3,7,0,4.23491,0.0730334,0.0922545,0.295224,0.435629,0.556273,0.650479,0.71313,0.741251,0.734451,0.695193,0.628818,0.543309,0.448761,0.356603,0.278597,0.225725,0.207048,0.22868,0.292989,0.398143,0.538072,0.702897,0.879779,1.05414,1.21113,1.33714,1.4213,1.45656,1.44057,1.37582,1.26945,1.13239,0.9782,0.821533,0.676602,0.555648,0.467703,0.417718,0.406158,0.429092,0.478732,0.544366,0.613542,0.67339,0.711931,0.719252,0.68844,0.616201,0.503128,0.35361,0.175406,-0.0210662,-0.223661,-0.419575,-0.596463,-0.743523,-0.852446,-0.918172,-0.939366,-0.918588,-0.862116,-0.779441,-0.682453,-0.584396,-0.498659,-0.437527,-0.411,-0.425793,-0.48462,-0.58584,-0.723509,-0.887842,-1.06605,-1.2435,-1.40502,-1.53633,-1.62542,-1.66366,-1.64666,-1.57478,-1.45305,-1.29086,-1.10101,-0.898631,-0.69972,-0.519685,-0.371886,-0.266376,-0.208945,-0.200569,-0.237312,-0.310691,-0.408481,-0.515865,-0.616829,-0.695653,-0.738368,-0.734013,-0.675602,-0.560691,-0.391516,-0.174701
50.5641,0.9808,0.448786,2,3,0,3.68687,0.0682858,0.088366,0.298698,0.434415,0.552139,0.645231,0.708446,0.738494,0.734511,0.698371,0.634785,0.551158,0.457153,0.36399,0.2835,0.227008,0.204152,0.221761,0.282934,0.386448,0.526607,0.693583,0.874247,1.05343,1.21548,1.34594,1.43316,1.46958,1.45264,1.38501,1.27433,1.13229,0.973278,0.812765,0.665551,0.544175,0.45763,0.410509,0.402687,0.42953,0.482577,0.550586,0.620814,0.680368,0.7175,0.722713,0.689592,0.61532,0.500852,0.350761,0.172789,-0.0228382,-0.224285,-0.419096,-0.595234,-0.742096,-0.851426,-0.918064,-0.940457,-0.920876,-0.865308,-0.783013,-0.685756,-0.586783,-0.499611,-0.436752,-0.408479,-0.421783,-0.479604,-0.580446,-0.718413,-0.883669,-1.0633,-1.24249,-1.40586,-1.53894,-1.62953,-1.66886,-1.65245,-1.58055,-1.4582,-1.29479,-1.1032,-0.898698,-0.697483,-0.515221,-0.365569,-0.258872,-0.201171,-0.193587,-0.232183,-0.308301,-0.409361,-0.520048,-0.62377,-0.704247,-0.747066,-0.741049,-0.679289,-0.559759,-0.385439,-0.163949
50.1589,0.947007,0.448786,4,15,0,2.08262,0.0865313,0.0829303,0.324318,0.445469,0.551975,0.637225,0.695804,0.724087,0.720736,0.687055,0.627133,0.54774,0.457951,0.368479,0.290776,0.235937,0.213529,0.230456,0.290013,0.391256,0.528793,0.69309,0.871264,1.04832,1.20872,1.33806,1.42469,1.46104,1.44453,1.37783,1.26854,1.12831,0.971448,0.813278,0.668406,0.549137,0.464206,0.417974,0.410149,0.436029,0.487209,0.552635,0.61986,0.676364,0.710792,0.713997,0.679832,0.605615,0.492288,0.34427,0.169034,-0.0235343,-0.221961,-0.41412,-0.588232,-0.733851,-0.842773,-0.909789,-0.93322,-0.915163,-0.861415,-0.781053,-0.685687,-0.588443,-0.502751,-0.441061,-0.413604,-0.427336,-0.485164,-0.585566,-0.722628,-0.886519,-1.06436,-1.2414,-1.40241,-1.53307,-1.62139,-1.65884,-1.64116,-1.56882,-1.44702,-1.28523,-1.09633,-0.89542,-0.698457,-0.520715,-0.375356,-0.272163,-0.216596,-0.209255,-0.245828,-0.317523,-0.411958,-0.51442,-0.609358,-0.681964,-0.719656,-0.713311,-0.658111,-0.553929,-0.405202,-0.220349
49.7868,0.937428,0.448786,2,3,0,2.39454,0.0866072,0.0795368,0.318553,0.440993,0.548707,0.635223,0.695289,0.725387,0.724158,0.692713,0.634786,0.556685,0.467018,0.376161,0.295476,0.236294,0.208754,0.220602,0.276094,0.375172,0.513063,0.680421,0.86404,1.04813,1.21598,1.3519,1.44306,1.48106,1.463,1.39181,1.2759,1.12811,0.964048,0.80026,0.652221,0.532615,0.450024,0.408178,0.405831,0.437214,0.492957,0.561322,0.629573,0.68531,0.717642,0.718097,0.681239,0.604981,0.490614,0.342606,0.168197,-0.0231632,-0.220512,-0.412179,-0.586667,-0.733572,-0.844478,-0.913771,-0.939258,-0.922541,-0.869049,-0.787703,-0.690202,-0.589985,-0.50096,-0.436112,-0.406171,-0.418452,-0.476033,-0.577356,-0.716289,-0.882669,-1.06324,-1.24293,-1.40623,-1.53871,-1.62835,-1.66662,-1.64933,-1.57696,-1.45465,-1.29175,-1.10103,-0.897536,-0.697273,-0.515756,-0.366586,-0.260147,-0.202568,-0.19506,-0.233702,-0.309742,-0.410395,-0.520096,-0.622078,-0.700114,-0.740225,-0.732165,-0.670486,-0.55507,-0.391055,-0.18819
51.0468,1,0.448786,3,7,0,1.54058,0.0602878,0.0848703,0.323113,0.446136,0.553799,0.639479,0.697812,0.725288,0.720753,0.685742,0.624604,0.54436,0.454285,0.365203,0.28856,0.235317,0.214795,0.233578,0.294618,0.396674,0.534164,0.697512,0.873957,1.04878,1.20683,1.33409,1.4193,1.45514,1.43912,1.37381,1.26658,1.1287,0.974055,0.817606,0.673685,0.554476,0.468762,0.4211,0.411497,0.435592,0.485293,0.549771,0.616685,0.673486,0.708675,0.712888,0.679733,0.606316,0.493437,0.345469,0.169933,-0.0231573,-0.22216,-0.414781,-0.589112,-0.734642,-0.843183,-0.909612,-0.932386,-0.913756,-0.859655,-0.779253,-0.684188,-0.587547,-0.502666,-0.441864,-0.41523,-0.429593,-0.487774,-0.58821,-0.724995,-0.888351,-1.06548,-1.24172,-1.40193,-1.53187,-1.61961,-1.65666,-1.63878,-1.56649,-1.44499,-1.28373,-1.09557,-0.895587,-0.699638,-0.522885,-0.378351,-0.275677,-0.2202,-0.212448,-0.248114,-0.3185,-0.411408,-0.512376,-0.606132,-0.678123,-0.715939,-0.7105,-0.656873,-0.554645,-0.407832,-0.224341
51.6392,1,0.448786,4,15,0,0.772123,0.0607014,0.0647465,0.326751,0.446671,0.551158,0.633061,0.687546,0.712438,0.708146,0.677298,0.624248,0.554646,0.475176,0.393482,0.318137,0.258487,0.224164,0.224149,0.265445,0.351552,0.481107,0.647067,0.836771,1.03303,1.21617,1.36674,1.46832,1.51008,1.48834,1.40709,1.27729,1.11508,0.939397,0.769221,0.62117,0.507574,0.435361,0.405777,0.41486,0.454495,0.513801,0.58062,0.642896,0.689805,0.712543,0.704785,0.662846,0.58564,0.474525,0.333115,0.167091,-0.015995,-0.206978,-0.39548,-0.570512,-0.721309,-0.838356,-0.914485,-0.945898,-0.932905,-0.880238,-0.79682,-0.694996,-0.589285,-0.494833,-0.425747,-0.393532,-0.405816,-0.465508,-0.57046,-0.713676,-0.884017,-1.06733,-1.2479,-1.40998,-1.53937,-1.62472,-1.65857,-1.63788,-1.56412,-1.443,-1.28377,-1.09837,-0.900487,-0.70454,-0.524694,-0.37386,-0.262676,-0.198486,-0.184392,-0.218512,-0.293648,-0.397552,-0.513903,-0.624021,-0.709132,-0.752891,-0.743737,-0.676649,-0.553948,-0.384976,-0.184698
